thai,german,transliteration,pos,tags,lesson,exampleThai,exampleGerman
วันพฤหัสบดี,Donnerstag,wan pharuehatsabodi,Nomen,"Zeit,A1",2,วันพฤหัสบดีฉันว่าง,Am Donnerstag habe ich frei.
วันศุกร์,Freitag,wan suk,Nomen,"Zeit,A1",2,วันศุกร์ฉันเจอเพื่อน,Am Freitag treffe ich Freunde.
วันเสาร์,Samstag,wan sao,Nomen,"Zeit,A1",2,วันเสาร์ฉันพักผ่อน,Am Samstag ruhe ich mich aus.
วันอาทิตย์,Sonntag,wan athit,Nomen,"Zeit,A1",2,วันอาทิตย์ฉันอยู่บ้าน,Am Sonntag bin ich zu Hause.
เช้า,Morgen,chao,Nomen,"Zeit,A1",2,พรุ่งนี้เช้าฉันตื่นเร็ว,Morgen früh wache ich früh auf.
วันนี้ตอนเช้า,heute Morgen,wan ni ton chao,Nomen,"Zeit,A1",2,วันนี้ตอนเช้าฉันวิ่ง,Heute Morgen bin ich gelaufen.
สาย,später Vormittag,sai,Nomen,"Zeit,A1",2,ฉันไปโรงเรียนตอนสาย,Ich gehe am späten Vormittag zur Schule.
เที่ยง,Mittag,thiang,Nomen,"Zeit,A1",2,ตอนเที่ยงฉันกินข้าว,Mittags esse ich Reis.
บ่าย,Nachmittag,bai,Nomen,"Zeit,A1",2,ตอนบ่ายฉันทำงาน,Am Nachmittag arbeite ich.
กลางคืน,Nacht,klang khuen,Nomen,"Zeit,A1",2,กลางคืนฉันนอนหลับ,Nachts schlafe ich.
นาที,Minute,nathi,Nomen,"Zeit,A1",2,รอห้านาที,Warte fünf Minuten.
ชั่วโมง,Stunde,chua mong,Nomen,"Zeit,A1",2,ฉันเรียนหนึ่งชั่วโมง,Ich lerne eine Stunde.
โมง,Uhr,mong,Nomen,"Zeit,A1",2,ตอนนี้สามโมง,Jetzt ist es drei Uhr.
ห้อง,Zimmer,hong,Nomen,"Grundlagen,A1",2,ห้องนี้ใหญ่มาก,Dieses Zimmer ist sehr groß.
ห้องน้ำ,Toilette,hong-nam,Nomen,"Grundlagen,A1",2,ห้องน้ำอยู่ที่ไหน,Wo ist die Toilette?
ตลาด,Markt,ta-laat,Nomen,"Einkaufen,A1",2,ฉันไปตลาดทุกวัน,Ich gehe jeden Tag zum Markt.
กระเป๋าเดินทาง,Koffer,grapao dern thang,Nomen,"Transport,Reisen,A1",2,ฉันมีกระเป๋าเดินทาง,Ich habe einen Koffer.
เงินบาท,Baht,ngoen baht,Nomen,"Einkaufen,A1",2,ฉันจ่ายเงินบาทไทย,Ich bezahle in Baht.
ตะเกียบ,Essstäbchen,takiep,Nomen,"Essen,Trinken,A1",4,ฉันใช้ตะเกียบ,Ich benutze Essstäbchen.
ขวด,Flasche,khuat,Nomen,"Essen,Trinken,A1",4,นี่คือขวดน้ำ,Stell die Flasche bitte auf den Tisch.
แก้ว,Glas / Becher,kaeo,Nomen,"Essen,Trinken,A1",4,ฉันขอแก้วน้ำ,Ich möchte ein Glas Wasser.
ถุง,Tüte / Beutel,thung,Nomen,"Einkaufen,A1",2,ขอถุงหนึ่งใบ,Bitte eine Tüte.
เมือง,Stadt,mueang,Nomen,"Orte,A1",2,เมืองนี้ใหญ่,Diese Stadt ist groß.
สะพาน,Brücke,saphan,Nomen,"Orte,A1",2,สะพานนี้ยาว,Diese Brücke ist lang.
ร้าน,Laden/Shop,raan,Nomen,"Einkaufen,A1",2,ร้านนี้เปิดเมื่อไหร่,Wann öffnet dieser Laden?
ร้านอาหาร,Restaurant,raan-aahaan,Nomen,"Essen,A1",2,เราไปร้านอาหารกันไหม,Gehen wir zusammen ins Restaurant?
เมนู,Speisekarte,menu,Nomen,"Essen,Orte,A1",2,ขอเมนูหน่อย,Bitte die Speisekarte.
เช็คบิล,bezahlen / Rechnung bitte,chek bin,Verb,"Essen,Verben,A1",2,ขอเช็คบิลครับ,Die Rechnung bitte.
อิ่มแล้ว,ich bin schon satt,im laeo,Satz,"Essen,A1",2,ขอบคุณครับ อิ่มแล้ว,"Danke, ich bin schon satt."
ไม่เผ็ด,nicht scharf,mai phet,Adjektiv,"Essen,A1",2,ขออาหารไม่เผ็ด,Bitte nicht scharf.
โรงแรม,Hotel,rong-raem,Nomen,"Reisen,A1",2,ฉันพักที่โรงแรม,Ich übernachte im Hotel.
ถนน,Straße,tha-non,Nomen,"Reisen,A1",2,ถนนนี้ชื่ออะไร,Wie heißt diese Straße?
ทะเล,Meer,tha-lay,Nomen,"Reisen,A1",2,ฉันชอบทะเล,Ich mag das Meer.
แม่น้ำ,Fluss,mae nam,Nomen,"Natur,Orte,A1",2,แม่น้ำสายนี้ยาว,Dieser Fluss ist lang.
ประเทศ,Land,prathet,Nomen,"Reisen,Orte,A1",2,ฉันชอบประเทศนี้,Ich mag dieses Land.
กรุงเทพฯ,Bangkok,Krung Thep,Nomen,"Reisen,Orte,A1",2,ฉันอยู่กรุงเทพฯ,Ich bin in Bangkok.
ประเทศไทย,Thailand,Prathet Thai,Nomen,"Reisen,Orte,A1",2,ประเทศไทยสวยมาก,Thailand ist sehr schön.
ทางเข้า,Eingang,thang khao,Nomen,"Orte,Richtung,A1",2,ทางเข้าอยู่ข้างหน้า,Der Eingang ist vorne.
ทางออก,Ausgang,thang ok,Nomen,"Orte,Richtung,A1",2,ทางออกอยู่ข้างหลัง,Der Ausgang ist hinten.
ตรงข้าม,gegenüber,trong kham,Präposition,"Orte,Richtung,A1",2,ธนาคารอยู่ตรงข้ามโรงเรียน,Die Bank ist gegenüber der Schule.
ระหว่าง,zwischen,rawang,Präposition,"Orte,Richtung,A1",2,ร้านกาแฟอยู่ระหว่างธนาคารกับโรงพยาบาล,Das Café ist zwischen der Bank und dem Krankenhaus.
แถวนี้,hier in der Nähe,thaeo ni,Adverb,"Orte,Richtung,A1",2,มีตลาดแถวนี้ไหม,Gibt es hier in der Nähe einen Markt?
รถยนต์,Auto (PKW),rot yon,Nomen,"Transport,A1",2,เขามีรถยนต์,Er hat ein Auto.
รถไฟฟ้า,Skytrain / Bahn,rot fai fa,Nomen,"Transport,A1",2,ฉันไปด้วยรถไฟฟ้า,Ich fahre mit dem Skytrain.
รถใต้ดิน,U-Bahn,rot tai din,Nomen,"Transport,A1",2,รถใต้ดินเร็วมาก,Die U-Bahn ist sehr schnell.
รถไฟ,Zug,rot-fai,Nomen,"Reisen,A1",2,รถไฟสะดวกกว่ารถเมล์,Der Zug ist bequemer als der Bus.
ผลไม้,Obst,phon-la-mai,Nomen,"Essen,A1",2,ฉันชอบกินผลไม้,Ich esse gern Obst.
ผัก,Gemüse,phak,Nomen,"Essen,A1",2,ผักดีต่อสุขภาพ,Gemüse ist gesund.
ปลา,Fisch,plaa,Nomen,"Essen,A1",2,ปลาสดมาก,Der Fisch ist sehr frisch.
ไก่,Huhn,gai,Nomen,"Essen,A1",2,ฉันสั่งไก่ทอด,Ich bestelle gebratenes Hähnchen.
หมู,Schwein,muu,Nomen,"Essen,A1",2,ฉันไม่กินหมู,Ich esse kein Schweinefleisch.
กุ้ง,Garnele,kung,Nomen,"Essen,Trinken,A1",2,ฉันชอบกุ้ง,Ich mag Garnelen.
ไข่,Ei,khai,Nomen,"Essen,Trinken,A1",2,ฉันกินไข่ตอนเช้า,Ich esse morgens ein Ei.
กาแฟ,Kaffee,gafae,Nomen,"Essen,Trinken,A1",2,ตอนเช้าฉันดื่มกาแฟ,Morgens trinke ich Kaffee.
ชา,Tee,cha,Nomen,"Essen,Trinken,A1",2,ฉันชอบชาร้อน,Ich mag heißen Tee.
น้ำผลไม้,Saft,nam phonlamai,Nomen,"Essen,Trinken,A1",2,ฉันดื่มน้ำผลไม้,Ich trinke Saft.
กับข้าว,Beilage zum Reis,kap khao,Nomen,"Essen,Trinken,A1",2,วันนี้มีกับข้าวอร่อย,Heute gibt es leckere Beilagen zum Reis.
ซุป,Suppe,sup,Nomen,"Essen,Trinken,A1",2,ซุปร้อนมาก,Die Suppe ist sehr heiß.
หัว,Kopf,hua,Nomen,"Körper,A1",2,หัวของฉันปวด,Mein Kopf tut weh.
ตา,Auge,ta,Nomen,"Körper,A1",2,ตาของฉันเจ็บ,Mein Auge tut weh.
หู,Ohr,hu,Nomen,"Körper,A1",2,หูของฉันเจ็บ,Mein Ohr tut weh.
จมูก,Nase,jamuk,Nomen,"Körper,A1",2,จมูกของฉันเจ็บ,Meine Nase tut weh.
ปาก,Mund,pak,Nomen,"Körper,A1",2,ปากของฉันแห้ง,Mein Mund ist trocken.
ฟัน,Zahn,fan,Nomen,"Körper,A1",2,ฟันของฉันเจ็บ,Mein Zahn tut weh.
มือ,Hand,mue,Nomen,"Körper,A1",2,มือของฉันเปียก,Meine Hand ist nass.
เท้า,Fuß,thao,Nomen,"Körper,A1",2,เท้าของฉันเจ็บ,Mein Fuß tut weh.
ปวด,Schmerzen haben (dumpf/innerlich),puat,Verb,"Gesundheit,A1",2,ฉันปวดหัว,Ich habe Kopfschmerzen.
ประตู,Tür,pra-tuu,Nomen,"Zuhause,A1",2,ประตูเปิด,Die Tür ist offen.
เตียง,Bett,tiang,Nomen,"Zuhause,A1",2,ฉันนอนในเตียง,Ich bin im Bett.
ไฟ,Licht,fai,Nomen,"Zuhause,A1",2,โปรดเปิดไฟเหนือ,Bitte mach das Licht an.
โทรศัพท์,Telefon,tho-ra-sap,Nomen,"Telefon,A1",2,โทรศัพท์ของฉันหาย,Mein Telefon ist verloren.
ซูเปอร์มาร์เก็ต,Supermarkt,supermarket,Nomen,"Einkaufen,Orte,A1",2,ซูเปอร์มาร์เก็ตอยู่ใกล้บ้าน,Der Supermarkt ist in der Nähe des Hauses.
ไปรษณีย์,Post,praisani,Nomen,"Alltag,Orte,A1",2,ฉันไปไปรษณีย์,Ich gehe zur Post.
ห้องนอน,Schlafzimmer,hong-non,Nomen,"Zuhause,A1",2,ฉันนอนเกือหี้องโเชุ,Ich schlafe im Schlafzimmer.
สถานีรถไฟ,Bahnhof,sathani rot fai,Nomen,"Reisen,Orte,A1",2,สถานีรถไฟอยู่ในเมือง,Der Bahnhof ist in der Stadt.
ป้ายรถเมล์,Bushaltestelle,pai rot me,Nomen,"Reisen,Orte,A1",2,ฉันรอที่ป้ายรถเมล์,Ich warte an der Bushaltestelle.
รูป,Foto/Bild,ruup,Nomen,"Grundlagen,A1",2,ขอบจ่อต่องถีหรืองไหม,Kann ich ein Foto machen?
เกลือ,Salz,kluea,Nomen,"Essen,Trinken,A1",4,ใส่เกลือนิดหน่อย,Gib ein bisschen Salz dazu.
ฝน,Regen,fon,Nomen,"Wetter,A1",2,มีหรืดจตนวันเคา,Es regnet heute.
ลม,Wind,lom,Nomen,"Wetter,A1",2,มีลมผุ่งมูลวันนี้,Es ist windig heute.
ภาษาไทย,Thailändisch (Sprache),phaa-saa-thai,Nomen,"Bildung,A1",2,ฉันเรียนภาษาไทย,Ich lerne Thai.
ภาษาอังกฤษ,Englisch (Sprache),phaa-saa-ang-grit,Nomen,"Bildung,A1",2,เขาพูดภาษาอังกฤษ,Er spricht Englisch.
เสื้อ,Shirt / Oberteil,suea,Nomen,"Kleidung,A1",2,ฉันใส่เสื้อสีแดง,Ich trage ein rotes Shirt.
กางเกง,Hose,kangkeng,Nomen,"Kleidung,A1",2,กางเกงนี้ใหม่,Diese Hose ist neu.
รองเท้า,Schuhe,rong thao,Nomen,"Kleidung,A1",2,รองเท้าของฉันเปียก,Meine Schuhe sind nass.
กระเป๋า,Tasche,grapao,Nomen,"Transport,Alltag,A1",2,ฉันมีกระเป๋าใบใหญ่,Ich habe eine große Tasche.
หมวก,Hut,muak,Nomen,"Kleidung,A1",2,หมวกนี้สีดำ,Dieser Hut ist schwarz.
แว่นตา,Brille,waen ta,Nomen,"Kleidung,A1",2,ฉันใส่แว่นตา,Ich trage eine Brille.
นาฬิกา,Uhr / Armbanduhr,nalika,Nomen,"Kleidung,Alltag,A1",2,นาฬิกาของฉันใหม่,Meine Armbanduhr ist neu.
เสื้อผ้า,Kleidung,suea pha,Nomen,"Kleidung,A1",2,ฉันซักเสื้อผ้า,Ich wasche Kleidung.
สวม,tragen / anziehen,suam,Verb,"Kleidung,Verben,A1",2,ฉันสวมหมวก,Ich trage einen Hut.
ถอด,ausziehen / abnehmen,thot,Verb,"Kleidung,Verben,A1",2,ฉันถอดรองเท้า,Ich ziehe die Schuhe aus.
ซัก,waschen,sak,Verb,"Kleidung,Haus,A1",2,ฉันซักเสื้อผ้า,Ich wasche Kleidung.
สีแดง,rot,si daeng,Adjektiv,"Farben,A1",2,เสื้อสีแดงสวย,Das rote Shirt ist schön.
สีฟ้า,blau,si fa,Adjektiv,"Farben,A1",2,ท้องฟ้าสีฟ้า,Der Himmel ist blau.
สีเขียว,grün,si khiao,Adjektiv,"Farben,A1",2,ต้นไม้สีเขียว,Der Baum ist grün.
สีดำ,schwarz,si dam,Adjektiv,"Farben,A1",2,รถสีดำ,Das Auto ist schwarz.
สีขาว,weiß,si khao,Adjektiv,"Farben,A1",2,รองเท้าสีขาว,Weiße Schuhe.
สีน้ำเงิน,dunkelblau,si nam ngoen,Adjektiv,"Farben,A1",2,กระเป๋าสีน้ำเงิน,Die Tasche ist dunkelblau.
สี,Farbe,sii,Nomen,"Grundlagen,A1",2,ฉันชอบสีแดง,Ich mag rot.
แดง,rot,daeng,Adjektiv,"Grundlagen,A1",2,มันแดง,Es ist rot.
เขียว,grün,khiao,Adjektiv,"Grundlagen,A1",2,มันเขียว,Es ist grün.
เหลือง,gelb,lueang,Adjektiv,"Grundlagen,A1",2,มันเหลือง,Es ist gelb.
น้ำเงิน,blau,naam-ngoen,Adjektiv,"Grundlagen,A1",2,มันน้ำเงิน,Es ist blau.
ดำ,schwarz,dam,Adjektiv,"Grundlagen,A1",2,มันดำ,Es ist schwarz.
ขาว,weiß,khao,Adjektiv,"Grundlagen,A1",2,มันขาว,Es ist weiß.
แอปเปิล,Apfel,aeppoen,Nomen,"Essen,Trinken,Obst,A1",4,แอปเปิลนี้หวาน,Dieser Apfel ist süß.
หยุด,anhalten / stoppen,yut,Verb,"Transport,Verben,A1",2,รถหยุดแล้ว,Das Fahrzeug hat angehalten.
ลอง,anprobieren / versuchen,long,Verb,"Einkaufen,Verben,A1",2,ฉันลองเสื้อ,Ich probiere das Shirt an.
เลือก,auswählen,lueak,Verb,"Einkaufen,Verben,A1",2,ฉันเลือกอันนี้,Ich wähle dieses hier.
ขอ,bitten/verlangen,kho,Verb,"Grundlagen,A1",2,ฉันขอ,Ich bitte/verlange.
จอง,reservieren / buchen,jong,Verb,"Reisen,A1",2,ฉันจองโรงแรม,Ich buche ein Hotel.
แลก,wechseln / tauschen,laek,Verb,"Einkaufen,Verben,A1",2,ฉันแลกเงิน,Ich wechsle Geld.
คืน,zurückgeben,khuen,Verb,"Einkaufen,Verben,A1",2,ฉันคืนสินค้า,Ich gebe die Ware zurück.
เดินทาง,reisen,dern thang,Verb,"Reisen,Verben,A1",2,ฉันเดินทางพรุ่งนี้,Ich reise morgen.
เที่ยว,reisen / besichtigen,thiao,Verb,"Reisen,A1",2,ฉันเที่ยวกรุงเทพฯ,Ich besichtige Bangkok.
ส่งถึง,zustellen,song thueng,Verb,"Transport,Verben,A1",2,เขาส่งถึงบ้าน,Er liefert bis nach Hause.
กระโปรง,Rock,graprong,Nomen,"Kleidung,A1",4,กระโปรงนี้สวย,Dieser Rock ist schön.
ขึ้น,einsteigen / hinauf,khuen,Verb,"Transport,Verben,A1",2,ฉันขึ้นรถไฟ,Ich steige in den Zug ein.
ควัน,Rauch,khwan,Nomen,"Natur,A1",2,ควันจากรถเยอะมาก,Es gibt viel Rauch von den Autos.
ฝุ่น,Staub,fun,Nomen,"Natur,A1",2,ห้องนี้มีฝุ่นเยอะ,In diesem Zimmer ist viel Staub.
เคลื่อนย้าย,bewegen,khluean yai,Verb,"Verben,A1",2,เราต้องเคลื่อนย้ายโต๊ะ,Wir müssen den Tisch bewegen.
ถือ,halten/tragen,thue,Verb,"Verben,A1",2,เขาถือกระเป๋าหนัก,Er trägt eine schwere Tasche.
วาง,legen/stellen,wang,Verb,"Verben,A1",2,วางหนังสือบนโต๊ะ,Leg das Buch auf den Tisch.
ยก,heben,yok,Verb,"Verben,A1",2,ช่วยยกกล่องนี้หน่อย,"Bitte hilf mir, diese Kiste zu heben."
ลาก,ziehen,lak,Verb,"Verben,A1",2,เขาลากกระเป๋าไปสถานี,Er zieht den Koffer zum Bahnhof.
ผลัก,schieben,phlak,Verb,"Verben,A1",2,กรุณาผลักประตู,Bitte schieb die Tür.
ฝัน,träumen,fan,Verb,"Verben,A1",2,เมื่อคืนฉันฝันแปลก ๆ,Ich habe letzte Nacht seltsam geträumt.
หัวเราะ,lachen,huaro,Verb,"Verben,A1",2,เด็ก ๆ หัวเราะเสียงดัง,Die Kinder lachen laut.
ร้องไห้,weinen,rong hai,Verb,"Verben,A1",2,เขาร้องไห้เพราะเสียใจ,"Er weint, weil er traurig ist."
ยิ้ม,lächeln,yim,Verb,"Verben,A1",2,เธอยิ้มให้ฉัน,Sie lächelt mich an.
กอด,umarmen,kot,Verb,"Verben,A1",2,แม่กอดลูกแน่น,Die Mutter umarmt ihr Kind fest.
จูบ,küssen,chup,Verb,"Verben,A1",2,เขาจูบภรรยาก่อนออกจากบ้าน,Er küsst seine Frau vor dem Verlassen des Hauses.
แต่งงาน,heiraten,taeng ngan,Verb,"Familie,A1",2,พวกเขาจะแต่งงานปีหน้า,Sie werden nächstes Jahr heiraten.
หย่า,sich scheiden,ya,Verb,"Familie,A1",2,ทั้งคู่ตัดสินใจหย่า,"Das Paar entscheidet sich, sich scheiden zu lassen."
อนุญาต,erlauben,anuyat,Verb,"Verben,A1",2,ครูอนุญาตให้เราออกก่อน,"Der Lehrer erlaubt uns, früher zu gehen."
ห้าม,verbieten,ham,Verb,"Verben,A1",2,ที่นี่ห้ามสูบบุหรี่,Hier ist Rauchen verboten.
บทเรียน,Lektion,bot rian,Nomen,"Bildung,A1",2,นี่คือบทเรียน,Die heutige Lektion war nicht schwer.
การบ้าน,Hausaufgabe,kan ban,Nomen,"Bildung,A1",2,ทำการบ้านดิ,Mach die Hausaufgabe.
ข้อสอบ,Prüfung,kho sop,Nomen,"Bildung,A1",2,ข้อสอบยาก,Die Prüfung ist schwierig.
คะแนน,Punktzahl,khanaen,Nomen,"Bildung,A1",2,นี่คือคะแนน,Ich habe im Test eine gute Punktzahl erreicht.
บริษัท,Firma,borisat,Nomen,"Arbeit,A1",2,ฉันทำงานในบริษัท,Ich arbeite in einer Firma.
เงินเดือน,Gehalt,ngen duean,Nomen,"Arbeit,A1",2,เงินเดือนเพียงพอหรือไม่,Das Gehalt ist ausreichend.
วันหยุด,Feiertag,wan yut,Nomen,"Zeit,A1",2,ฉันมีวันหยุดพรุ่งนี้,Ich habe morgen frei.
วันเกิด,Geburtstag,wan koet,Nomen,"Zeit,A1",2,นี่คือวันเกิด,Morgen feiern wir ihren Geburtstag.
วัด,Tempel,wat,Nomen,"Orte,A1",2,เราไปวัด,Wir gehen zum Tempel.
พระ,Mönch,phra,Nomen,"Kultur,A1",2,นี่คือพระ,Am Morgen geben wir dem Mönch Essen.
ร้านกาแฟ,Café,ran kafe,Nomen,"Orte,A1",2,เราไปร้านกาแฟสักภาวินบรีหลิซิ่,Lass uns zu einem Café gehen und einen Kaffee trinken.
ร้านขายยา,Apotheke,ran khai ya,Nomen,"Orte,A1",2,ฉันซื้อยาที่ร้านขายยา,Ich kaufe Medikamente in der Apotheke.
ร้านเสื้อผ้า,Kleidungsgeschäft,ran suea pha,Nomen,"Orte,A1",2,ร้านเสื้อผ้ามีเสื้อสวย,Der Kleidungsladen hat schöne Hemden.
เค้ก,Kuchen,khek,Nomen,"Essen,A1",2,นี่คือเค้ก,Zum Geburtstag gibt es einen großen Kuchen.
ขนม,Süßigkeit,khanom,Nomen,"Essen,A1",2,เด็กชอบขนม,Kinder lieben Süßigkeiten.
เนย,Butter,noei,Nomen,"Essen,A1",2,นี่คือเนย,Ich streiche etwas Butter auf das Brot.
ชีส,Käse,chi,Nomen,"Essen,A1",2,นี่คือชีส,Im Sandwich sind Käse und Tomaten.
ไอศกรีม,Eis,aisakrim,Nomen,"Essen,A1",2,นี่คือไอศกรีม,Kinder essen im Sommer gern Eis.
แตงโม,Wassermelone,taeng mo,Nomen,"Essen,A1",2,แตงโมเย็นมาก,Die Wassermelone ist sehr kühl.
ส้ม,Orange,som,Nomen,"Essen,A1",2,ส้มนี้เปรี้ยว,Diese Orange ist sauer.
กล้วย,Banane,kluai,Nomen,"Essen,A1",2,กล้วยสุกแล้ว,Die Banane ist reif.
ถุงเท้า,Socken,thung thao,Nomen,"Kleidung,A1",4,ถุงเท้านี้สีขาว,Diese Socken sind weiß.
มะม่วง,Mango,mamuang,Nomen,"Essen,A1",3,มะม่วงนี้หวาน,Diese Mango ist süß.
สับปะรด,Ananas,sapparot,Nomen,"Essen,A1",3,สับปะรดเขียว,Ananas ist grün.
มะเขือเทศ,Tomate,makhuea thet,Nomen,"Essen,A1",3,มะเขือเทศแดง,Die Tomate ist rot.
แตงกวา,Gurke,taeng kwa,Nomen,"Essen,A1",3,แตงกวาสด,Die Gurke ist frisch.
มันฝรั่ง,Kartoffel,man farang,Nomen,"Essen,A1",3,มันฝรั่งขาว,Die Kartoffel ist weiß.
ข้าวผัด,Gebratener Reis,khao phat,Nomen,"Essen,A1",3,ข้าวผัดอร่อย,Gebratener Reis ist lecker.
ผัดไทย,Pad Thai,phat thai,Nomen,"Essen,A1",3,นี่คือผัดไทย,Heute essen wir zum Mittag Pad Thai.
ต้มยำ,Tom Yum Suppe,tom yam,Nomen,"Essen,A1",3,นี่คือต้มยำ,Tom Yum ist für mich zu scharf.
แกง,Curry,kaeng,Nomen,"Essen,A1",3,นี่คือแกง,Zum Abendessen gibt es heute Curry.
สด,frisch,sot,Adjektiv,"Essen,A1",3,มันสด,Es ist frisch.
เสียง,Geräusch,siang,Nomen,"Sinne,A1",3,นี่คือเสียง,Dieses Geräusch kommt aus der Küche.
อากาศ,Wetter,akat,Nomen,"Natur,A1",3,แดดวันนี้สวยโดดไม่,Das Wetter heute ist schön.
เมฆ,Wolke,mek,Nomen,"Natur,A1",3,ท้องฟ้ามีเมฆมาก,Der Himmel ist voll von Wolken.
พายุ,Sturm,phayu,Nomen,"Natur,A1",3,นี่คือพายุ,Heute Nacht kommt wahrscheinlich ein Sturm.
ฟ้า,Himmel,fa,Nomen,"Natur,A1",3,นี่คือฟ้า,Der Himmel ist heute sehr klar.
แดด,Sonne,phra athit,Nomen,"Natur,A1",3,แดดวันนี้แรงมาก,Die Sonne scheint sehr hell.
หนาว,kalt,nao,Adjektiv,"Wetter,A1",3,ฤดูหนาวหนาวมาก,Im Winter ist es sehr kalt.
อุ่น,warm,op un,Adjektiv,"Wetter,A1",3,ชาอุ่นๆ,Warmer Tee.
แห้ง,trocken,haeng,Adjektiv,"Wetter,A1",3,เสื้อนี้แห้งแล้ว,Dieses Shirt ist schon trocken.
เกาะ,Insel,ko,Nomen,"Natur,A1",3,นี่คือเกาะ,Im Urlaub fahren wir auf eine Insel.
ชายหาด,Strand,chai hat,Nomen,"Natur,A1",3,เราไปชายหาดกัน,Lass uns zum Strand gehen.
น้ำตก,Wasserfall,nam tok,Nomen,"Natur,A1",3,นี่คือน้ำตก,Am Wasserfall machen wir viele Fotos.
รถเมล์,Bus,rot bat,Nomen,"Transport,A1",3,ฉันนั่งรถเมล์ทุกวัน,Ich fahre jeden Tag mit dem Bus.
แท็กซี่,Taxi,thaeksi,Nomen,"Transport,A1",3,ฉันเรียกแท็กซี่,Ich rufe ein Taxi.
รถตู้,Minivan,rot tu,Nomen,"Transport,A1",3,นี่คือรถตู้,Wir fahren mit dem Minivan zum Markt.
จักรยาน,Fahrrad,jakrayan,Nomen,"Transport,A1",3,ฉันขี่จักรยาน,Ich fahre Fahrrad.
มอเตอร์ไซค์,Motorrad,motor sai,Nomen,"Transport,A1",3,เขาขี่มอเตอร์ไซค์,Er fährt Motorrad.
เรือ,Boot,ruea,Nomen,"Transport,A1",3,เราไปทางเกาะด้วยเรือ,Wir fahren mit dem Boot zur Insel.
ตั๋ว,Ticket,tua,Nomen,"Transport,A1",3,ฉันซื้อตั๋วรถไฟ,Ich kaufe ein Zugticket.
การเดินทาง,Reise,kan doen thang,Nomen,"Transport,A1",3,นี่คือการเดินทาง,"Die Reise war lang, aber schön."
สัมภาระ,Gepäck,samphara,Nomen,"Transport,A1",3,นี่คือสัมภาระ,Dein Gepäck steht schon im Bus.
นักศึกษา,Student,nak sueksa,Nomen,"Bildung,A1",3,นักศึกษาคนนี้เรียนภาษาไทย,Dieser Student lernt Thai.
ลง,aussteigen / hinunter,long,Verb,"Transport,Verben,A1",3,ฉันลงรถเมล์,Ich steige aus dem Bus aus.
ขับ,fahren / lenken,khap,Verb,"Transport,Verben,A1",3,เขาขับรถ,Er fährt Auto.
เลี้ยว,abbiegen,liao,Verb,"Transport,Verben,A1",3,เลี้ยวซ้ายตรงนี้,Biege hier links ab.
นาน,lange,nan,Adverb,"Zeit,A1",3,ฉันรอนาน,Ich warte lange.
ไม่เคย,nie,mai khoei,Adverb,"Zeit,A1",3,ฉันไม่เคยไปเชียงใหม่,Ich war noch nie in Chiang Mai.
เคย,schon einmal,khoei,Partikel,"Zeit,Erfahrung,A1",3,ฉันเคยไปกรุงเทพ,Ich war schon einmal in Bangkok.
สายไป,zu spät,sai bpai,Adjektiv,"Zeit,A1",3,ฉันมาสายไป,Ich komme zu spät.
เร็วไป,zu früh,reo bpai,Adjektiv,"Zeit,A1",3,คุณมาเร็วไป,Du kommst zu früh.
ขา,Bein,kha,Nomen,"Körper,A1",4,ขาของฉันเจ็บ,Mein Bein tut weh.
ไม่เป็นไร,kein Problem,mai pen rai,Satz,"Höflichkeit,A1",4,ไม่เป็นไรครับ,Kein Problem.
ช่วยด้วย,Hilfe!,chuai duai,Interjektion,"Notfall,A1",4,ช่วยด้วย!,Hilfe!
ราคาเท่าไหร่,wie viel kostet das?,raa-khaa-thao-rai,Phrase,"Einkaufen,A1",4,ราคาเท่าไหร่,wie viel kostet das?
ฉันไม่รู้,ich weiß nicht,chan-mai-ruu,Phrase,"Grundlagen,A1",4,ฉันไม่รู้,ich weiß nicht
กรกฎาคม,Juli,karakadakhom,Nomen,"Zeit,Monate,A1",4,กรกฎาคมฝนตกมาก,Im Juli regnet es viel.
กันยายน,September,kanyayon,Nomen,"Zeit,Monate,A1",4,กันยายนอากาศดี,Im September ist das Wetter gut.
ใกล้ๆ,ganz nah,glai glai,Adverb,"Orte,Richtung,A1",4,ร้านอยู่ใกล้ๆ,Der Laden ist ganz nah.
ข้างใน,drinnen,khang nai,Adverb,"Orte,Richtung,A1",4,เขาอยู่ข้างใน,Er ist drinnen.
ข้างนอก,draußen,khang nok,Adverb,"Orte,Richtung,A1",4,เด็กเล่นข้างนอก,Die Kinder spielen draußen.
ฝนตก,es regnet,fon-tok,Phrase,"Wetter,A1",4,ฝนตก,es regnet
แดดออก,die Sonne scheint,daet-ok,Phrase,"Wetter,A1",4,แดดออก,die Sonne scheint
ผัด,gebraten / pfannenrühren,phat,Verb,"Essen,Verben,A1",4,ฉันผัดผัก,Ich brate Gemüse an.
ย่าง,grillen,yang,Verb,"Essen,Verben,A1",4,พ่อย่างปลา,Papa grillt Fisch.
เบียร์,Bier,bia,Nomen,"Essen,Trinken,A1",4,เขาดื่มเบียร์,Er trinkt Bier.
ไวน์,Wein,wai,Nomen,"Essen,Trinken,A1",4,เธอดื่มไวน์,Sie trinkt Wein.
อันนี้,dieses hier,an ni,Pronomen,"Fragen,Grundwortschatz,A1",4,ฉันเอาอันนี้,Ich nehme dieses hier.
